#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
   25.100       -5.416313533        2610            188600           466493616
   25.200       -5.416313533        2610            188600           466493616
   25.300       -5.416313533        2610            188600           466493616
   25.400       -5.416313533        2610            188600           466493616
   25.500       -5.416313533        2610            188600           466493616
   25.600       -5.416313533        2610            188600           466493616
   25.700       -5.416313533        2610            188600           466493616
   25.800       -5.416313533        2610            188600           466493616
   25.900       -5.416313533        2610            188600           466493616
   26.000       -5.416313533        2610            188600           466493616
   26.100       -5.416313533        2610            188600           466493616
   26.200       -5.416313533        2610            188600           466493616
   26.300       -5.416313533        2610            188600           466493616
   26.400       -5.416313533        2610            188600           466493616
   26.500       -5.416313533        2610            188600           466493616
   26.600       -5.416313533        2610            188600           466493616
   26.700       -5.416313533        2610            188600           466493616
   26.800       -5.416313533        2610            188600           466493616
   26.900       -5.416313533        2610            188600           466493616
   27.000       -5.416313533        2610            188600           466493616
   27.100       -5.416313533        2610            188600           466493616
   27.200       -5.416313533        2610            188600           466493616
   27.300       -5.416313533        2610            188600           466493616
   27.400       -5.416313533        2610            188600           466493616
   27.500       -5.416313533        2610            188600           466493616
   27.600       -5.416313533        2610            188600           466493616
   27.700       -5.416313533        2610            188600           466493616
   27.800       -5.416313533        2610            188600           466493616
   27.900       -5.416313533        2610            188600           466493616
   28.000       -5.416313533        2610            188600           466493616
   28.100       -5.416313533        2610            188600           466493616
   28.200       -5.416313533        2610            188600           466493616
   28.300       -5.416313533        2610            188600           466493616
   28.400       -5.416313533        2610            188600           466493616
   28.500       -5.416313533        2610            188600           466493616
   28.600       -5.416313533        2610            188600           466493616
   28.700       -5.416313533        2610            188600           466493616
   28.800       -5.416313533        2610            188600           466493616
   28.900       -5.416313533        2610            188600           466493616
   29.000       -5.416313533        2610            188600           466493616
   29.100       -5.416313533        2610            188600           466493616
   29.200       -5.416313533        2610            188600           466493616
   29.300       -5.416313533        2610            188600           466493616
   29.400       -5.416313533        2610            188600           466493616
   29.500       -5.416313533        2610            188600           466493616
   29.600       -5.416313533        2610            188600           466493616
   29.700       -5.416313533        2610            188600           466493616
   29.800       -5.416313533        2610            188600           466493616
   29.900       -5.416313533        2610            188600           466493616
   30.000       -5.416313533        2610            188600           466493616
